"ProdottoID";"NomeProdotto";"Categoria";"Prezzo";"QuantitaDisponibile"
1451;"Prodotto 1351";"Abbigliamento";488.2;54
1452;"Prodotto 1352";"Elettronica";492.43;60
1453;"Prodotto 1353";"Libri";117.13;2
1454;"Prodotto 1354";"Abbigliamento";432.85;85
1455;"Prodotto 1355";"Abbigliamento";14.89;52
1456;"Prodotto 1356";"Elettronica";382.0;51
1457;"Prodotto 1357";"Abbigliamento";97.72;49
1458;"Prodotto 1358";"Abbigliamento";57.28;1
1459;"Prodotto 1359";"Abbigliamento";91.91;13
1460;"Prodotto 1360";"Elettronica";497.18;89
1461;"Prodotto 1361";"Libri";306.97;73
1462;"Prodotto 1362";"Abbigliamento";123.95;80
1463;"Prodotto 1363";"Elettronica";381.13;80
1464;"Prodotto 1364";"Abbigliamento";295.37;68
1465;"Prodotto 1365";"Abbigliamento";206.6;99
1466;"Prodotto 1366";"Elettronica";400.07;17
1467;"Prodotto 1367";"Libri";82.13;27
1468;"Prodotto 1368";"Libri";304.85;58
1469;"Prodotto 1369";"Abbigliamento";27.26;51
1470;"Prodotto 1370";"Elettronica";111.64;29
1471;"Prodotto 1371";"Elettronica";174.82;89
1472;"Prodotto 1372";"Abbigliamento";73.3;55
1473;"Prodotto 1373";"Libri";263.57;4
1474;"Prodotto 1374";"Libri";418.5;71
1475;"Prodotto 1375";"Elettronica";49.16;72
1476;"Prodotto 1376";"Abbigliamento";43.42;44
1477;"Prodotto 1377";"Libri";180.92;63
1478;"Prodotto 1378";"Elettronica";211.7;92
1479;"Prodotto 1379";"Elettronica";403.41;63
1480;"Prodotto 1380";"Abbigliamento";261.99;96
1481;"Prodotto 1381";"Libri";445.09;72
1482;"Prodotto 1382";"Elettronica";117.72;58
1483;"Prodotto 1383";"Elettronica";419.64;54
1484;"Prodotto 1384";"Libri";206.87;29
1485;"Prodotto 1385";"Libri";418.52;60
1486;"Prodotto 1386";"Elettronica";26.25;74
1487;"Prodotto 1387";"Abbigliamento";231.32;29
1488;"Prodotto 1388";"Abbigliamento";348.45;74
1489;"Prodotto 1389";"Libri";327.47;24
1490;"Prodotto 1390";"Abbigliamento";298.82;28
1491;"Prodotto 1391";"Libri";423.71;72
1492;"Prodotto 1392";"Elettronica";381.06;55
1493;"Prodotto 1393";"Libri";307.88;5
1494;"Prodotto 1394";"Elettronica";145.39;17
1495;"Prodotto 1395";"Elettronica";363.4;75
1496;"Prodotto 1396";"Libri";461.89;54
1497;"Prodotto 1397";"Elettronica";106.65;98
1498;"Prodotto 1398";"Libri";443.04;63
1499;"Prodotto 1399";"Elettronica";366.76;6
1500;"Prodotto 1400";"Abbigliamento";365.94;17
1501;"Prodotto 1401";"Elettronica";303.31;20
1502;"Prodotto 1402";"Abbigliamento";477.78;47
1503;"Prodotto 1403";"Abbigliamento";461.09;83
1504;"Prodotto 1404";"Elettronica";307.28;57
1505;"Prodotto 1405";"Elettronica";244.74;67
1506;"Prodotto 1406";"Elettronica";70.02;91
1507;"Prodotto 1407";"Elettronica";261.07;72
1508;"Prodotto 1408";"Libri";397.41;49
1509;"Prodotto 1409";"Abbigliamento";239.31;72
1510;"Prodotto 1410";"Libri";131.61;52
1511;"Prodotto 1411";"Libri";372.47;90
1512;"Prodotto 1412";"Elettronica";221.23;19
1513;"Prodotto 1413";"Libri";443.46;6
1514;"Prodotto 1414";"Libri";218.0;1
1515;"Prodotto 1415";"Libri";114.0;43
1516;"Prodotto 1416";"Abbigliamento";40.53;95
1517;"Prodotto 1417";"Libri";156.96;89
1518;"Prodotto 1418";"Libri";131.36;17
1519;"Prodotto 1419";"Abbigliamento";247.59;99
1520;"Prodotto 1420";"Libri";420.94;62
1521;"Prodotto 1421";"Elettronica";247.59;19
1522;"Prodotto 1422";"Libri";449.23;51
1523;"Prodotto 1423";"Elettronica";482.75;42
1524;"Prodotto 1424";"Elettronica";175.57;53
1525;"Prodotto 1425";"Elettronica";429.86;93
1526;"Prodotto 1426";"Abbigliamento";67.82;6
1527;"Prodotto 1427";"Libri";374.73;96
1528;"Prodotto 1428";"Libri";58.01;50
1529;"Prodotto 1429";"Abbigliamento";30.52;96
1530;"Prodotto 1430";"Elettronica";244.03;22
1531;"Prodotto 1431";"Elettronica";428.69;95
1532;"Prodotto 1432";"Elettronica";383.95;27
1533;"Prodotto 1433";"Elettronica";355.81;71
1534;"Prodotto 1434";"Abbigliamento";287.61;30
1535;"Prodotto 1435";"Elettronica";207.18;80
1536;"Prodotto 1436";"Elettronica";275.49;70
1537;"Prodotto 1437";"Elettronica";432.22;97
1538;"Prodotto 1438";"Libri";150.73;33
1539;"Prodotto 1439";"Elettronica";182.51;59
1540;"Prodotto 1440";"Libri";23.25;93
1541;"Prodotto 1441";"Elettronica";84.43;33
1542;"Prodotto 1442";"Abbigliamento";193.08;47
1543;"Prodotto 1443";"Libri";316.83;80
1544;"Prodotto 1444";"Abbigliamento";410.54;64
1545;"Prodotto 1445";"Elettronica";314.42;16
1546;"Prodotto 1446";"Elettronica";117.29;16
1547;"Prodotto 1447";"Elettronica";215.6;70
1548;"Prodotto 1448";"Abbigliamento";334.85;3
1549;"Prodotto 1449";"Libri";270.24;39
1550;"Prodotto 1450";"Libri";236.23;23
1551;"Prodotto 1451";"Libri";221.49;45
1552;"Prodotto 1452";"Elettronica";160.41;59
1553;"Prodotto 1453";"Libri";102.81;62
1554;"Prodotto 1454";"Abbigliamento";220.23;13
1555;"Prodotto 1455";"Elettronica";369.37;13
1556;"Prodotto 1456";"Libri";231.95;33
1557;"Prodotto 1457";"Libri";410.49;95
1558;"Prodotto 1458";"Libri";435.37;6
1559;"Prodotto 1459";"Abbigliamento";401.19;2
1560;"Prodotto 1460";"Libri";159.52;58
1561;"Prodotto 1461";"Libri";478.29;21
1562;"Prodotto 1462";"Elettronica";25.41;22
1563;"Prodotto 1463";"Abbigliamento";81.35;14
1564;"Prodotto 1464";"Abbigliamento";94.55;8
1565;"Prodotto 1465";"Abbigliamento";98.7;29
1566;"Prodotto 1466";"Elettronica";364.47;45
1567;"Prodotto 1467";"Abbigliamento";263.2;41
1568;"Prodotto 1468";"Elettronica";310.57;51
1569;"Prodotto 1469";"Abbigliamento";453.13;27
1570;"Prodotto 1470";"Libri";240.25;89
1571;"Prodotto 1471";"Elettronica";233.47;61
1572;"Prodotto 1472";"Abbigliamento";192.11;99
1573;"Prodotto 1473";"Abbigliamento";169.32;27
1574;"Prodotto 1474";"Abbigliamento";341.15;94
1575;"Prodotto 1475";"Libri";107.63;50
1576;"Prodotto 1476";"Elettronica";327.33;66
1577;"Prodotto 1477";"Elettronica";35.78;11
1578;"Prodotto 1478";"Elettronica";49.58;8
1579;"Prodotto 1479";"Libri";440.57;31
1580;"Prodotto 1480";"Libri";384.41;30
1581;"Prodotto 1481";"Abbigliamento";177.44;12
1582;"Prodotto 1482";"Elettronica";127.51;1
1583;"Prodotto 1483";"Abbigliamento";193.9;14
1584;"Prodotto 1484";"Abbigliamento";64.54;16
1585;"Prodotto 1485";"Abbigliamento";320.17;93
1586;"Prodotto 1486";"Libri";491.53;26
1587;"Prodotto 1487";"Elettronica";386.67;18
1588;"Prodotto 1488";"Abbigliamento";120.27;79
1589;"Prodotto 1489";"Elettronica";382.38;15
1590;"Prodotto 1490";"Libri";404.16;42
1591;"Prodotto 1491";"Elettronica";294.66;52
1592;"Prodotto 1492";"Abbigliamento";221.91;47
1593;"Prodotto 1493";"Elettronica";135.15;47
1594;"Prodotto 1494";"Elettronica";302.11;70
1595;"Prodotto 1495";"Abbigliamento";423.69;1
1596;"Prodotto 1496";"Libri";439.8;93
1597;"Prodotto 1497";"Abbigliamento";52.85;51
1598;"Prodotto 1498";"Elettronica";461.0;7
1599;"Prodotto 1499";"Abbigliamento";408.37;55
1600;"Prodotto 1500";"Elettronica";181.92;74
1601;"Prodotto 1501";"Elettronica";61.89;48
1602;"Prodotto 1502";"Abbigliamento";330.4;70
1603;"Prodotto 1503";"Libri";124.68;100
1604;"Prodotto 1504";"Libri";227.57;36
1605;"Prodotto 1505";"Abbigliamento";267.86;9
1606;"Prodotto 1506";"Elettronica";72.38;62
1607;"Prodotto 1507";"Elettronica";127.83;87
1608;"Prodotto 1508";"Abbigliamento";358.61;21
1609;"Prodotto 1509";"Libri";221.53;1
1610;"Prodotto 1510";"Elettronica";440.0;63
1611;"Prodotto 1511";"Abbigliamento";88.73;65
1612;"Prodotto 1512";"Abbigliamento";188.51;33
1613;"Prodotto 1513";"Libri";410.97;90
1614;"Prodotto 1514";"Elettronica";412.34;70
1615;"Prodotto 1515";"Abbigliamento";106.86;74
1616;"Prodotto 1516";"Elettronica";50.05;19
1617;"Prodotto 1517";"Abbigliamento";373.27;48
1618;"Prodotto 1518";"Elettronica";227.53;83
1619;"Prodotto 1519";"Libri";21.48;37
1620;"Prodotto 1520";"Abbigliamento";242.22;55
1621;"Prodotto 1521";"Abbigliamento";123.99;81
1622;"Prodotto 1522";"Libri";147.49;64
1623;"Prodotto 1523";"Elettronica";437.53;25
1624;"Prodotto 1524";"Elettronica";412.2;32
1625;"Prodotto 1525";"Abbigliamento";432.87;19
1626;"Prodotto 1526";"Elettronica";33.96;81
1627;"Prodotto 1527";"Elettronica";194.23;97
1628;"Prodotto 1528";"Elettronica";379.79;14
1629;"Prodotto 1529";"Abbigliamento";37.83;100
1630;"Prodotto 1530";"Libri";140.77;32
1631;"Prodotto 1531";"Elettronica";201.88;83
1632;"Prodotto 1532";"Elettronica";26.67;73
1633;"Prodotto 1533";"Abbigliamento";353.28;92
1634;"Prodotto 1534";"Elettronica";387.13;49
1635;"Prodotto 1535";"Libri";328.06;24
1636;"Prodotto 1536";"Libri";13.79;96
1637;"Prodotto 1537";"Abbigliamento";435.15;71
1638;"Prodotto 1538";"Libri";52.13;28
1639;"Prodotto 1539";"Libri";487.0;39
1640;"Prodotto 1540";"Elettronica";285.17;33
1641;"Prodotto 1541";"Abbigliamento";164.15;79
1642;"Prodotto 1542";"Elettronica";455.67;76
1643;"Prodotto 1543";"Elettronica";220.7;12
1644;"Prodotto 1544";"Abbigliamento";317.83;52
1645;"Prodotto 1545";"Elettronica";191.8;62
1646;"Prodotto 1546";"Libri";261.37;18
1647;"Prodotto 1547";"Abbigliamento";328.1;63
1648;"Prodotto 1548";"Abbigliamento";371.02;60
1649;"Prodotto 1549";"Elettronica";469.62;60
1650;"Prodotto 1550";"Elettronica";464.75;41
1651;"Prodotto 1551";"Abbigliamento";491.25;27
1652;"Prodotto 1552";"Libri";439.44;61
1653;"Prodotto 1553";"Libri";453.72;76
1654;"Prodotto 1554";"Abbigliamento";239.11;65
1655;"Prodotto 1555";"Elettronica";487.34;38
1656;"Prodotto 1556";"Elettronica";225.01;48
1657;"Prodotto 1557";"Elettronica";416.99;91
1658;"Prodotto 1558";"Elettronica";87.82;70
1659;"Prodotto 1559";"Elettronica";388.88;47
1660;"Prodotto 1560";"Elettronica";172.57;65
1661;"Prodotto 1561";"Abbigliamento";40.65;86
1662;"Prodotto 1562";"Abbigliamento";446.62;7
1663;"Prodotto 1563";"Elettronica";109.31;37
1664;"Prodotto 1564";"Elettronica";197.86;55
1665;"Prodotto 1565";"Abbigliamento";89.91;29
1666;"Prodotto 1566";"Abbigliamento";379.6;30
1667;"Prodotto 1567";"Elettronica";55.77;82
1668;"Prodotto 1568";"Abbigliamento";457.33;82
1669;"Prodotto 1569";"Elettronica";413.36;14
1670;"Prodotto 1570";"Elettronica";470.66;56
1671;"Prodotto 1571";"Abbigliamento";193.01;59
1672;"Prodotto 1572";"Abbigliamento";459.68;90
1673;"Prodotto 1573";"Elettronica";284.18;31
1674;"Prodotto 1574";"Elettronica";138.36;31
1675;"Prodotto 1575";"Libri";70.19;73
1676;"Prodotto 1576";"Elettronica";373.18;2
1677;"Prodotto 1577";"Elettronica";10.65;59
1678;"Prodotto 1578";"Abbigliamento";348.92;84
1679;"Prodotto 1579";"Elettronica";158.43;23
1680;"Prodotto 1580";"Libri";469.62;74
1681;"Prodotto 1581";"Elettronica";79.47;20
1682;"Prodotto 1582";"Elettronica";490.02;41
1683;"Prodotto 1583";"Libri";294.28;2
1684;"Prodotto 1584";"Libri";428.61;69
1685;"Prodotto 1585";"Libri";327.07;59
1686;"Prodotto 1586";"Elettronica";166.53;56
1687;"Prodotto 1587";"Elettronica";334.15;95
1688;"Prodotto 1588";"Abbigliamento";20.95;45
1689;"Prodotto 1589";"Libri";178.59;74
1690;"Prodotto 1590";"Libri";214.99;65
1691;"Prodotto 1591";"Abbigliamento";88.71;91
1692;"Prodotto 1592";"Abbigliamento";40.22;22
1693;"Prodotto 1593";"Elettronica";437.22;59
1694;"Prodotto 1594";"Abbigliamento";366.07;65
1695;"Prodotto 1595";"Abbigliamento";38.93;73
1696;"Prodotto 1596";"Libri";121.74;93
1697;"Prodotto 1597";"Elettronica";20.04;58
1698;"Prodotto 1598";"Elettronica";143.42;11
1699;"Prodotto 1599";"Libri";14.36;56
1700;"Prodotto 1600";"Libri";154.0;62
1701;"Prodotto 1601";"Elettronica";287.47;88
1702;"Prodotto 1602";"Libri";459.46;79
1703;"Prodotto 1603";"Elettronica";93.95;73
1704;"Prodotto 1604";"Elettronica";13.53;63
1705;"Prodotto 1605";"Libri";262.33;23
1706;"Prodotto 1606";"Libri";177.44;8
1707;"Prodotto 1607";"Elettronica";281.03;47
1708;"Prodotto 1608";"Elettronica";217.47;69
1709;"Prodotto 1609";"Abbigliamento";140.31;75
1710;"Prodotto 1610";"Libri";39.23;89
1711;"Prodotto 1611";"Elettronica";61.76;65
1712;"Prodotto 1612";"Abbigliamento";379.19;5
1713;"Prodotto 1613";"Libri";54.07;38
1714;"Prodotto 1614";"Libri";430.27;10
1715;"Prodotto 1615";"Libri";366.76;52
1716;"Prodotto 1616";"Libri";59.42;43
1717;"Prodotto 1617";"Elettronica";68.82;66
1718;"Prodotto 1618";"Abbigliamento";461.1;45
1719;"Prodotto 1619";"Libri";431.84;68
1720;"Prodotto 1620";"Abbigliamento";120.92;99
1721;"Prodotto 1621";"Elettronica";98.79;100
1722;"Prodotto 1622";"Libri";85.17;19
1723;"Prodotto 1623";"Libri";121.74;100
1724;"Prodotto 1624";"Abbigliamento";66.38;3
1725;"Prodotto 1625";"Elettronica";437.88;19
1726;"Prodotto 1626";"Abbigliamento";345.37;82
1727;"Prodotto 1627";"Elettronica";215.18;62
1728;"Prodotto 1628";"Abbigliamento";320.8;92
1729;"Prodotto 1629";"Abbigliamento";60.93;34
1730;"Prodotto 1630";"Libri";247.52;51
1731;"Prodotto 1631";"Abbigliamento";400.92;4
1732;"Prodotto 1632";"Libri";296.01;85
1733;"Prodotto 1633";"Abbigliamento";91.77;89
1734;"Prodotto 1634";"Abbigliamento";488.8;37
1735;"Prodotto 1635";"Abbigliamento";450.24;73
1736;"Prodotto 1636";"Libri";180.67;94
1737;"Prodotto 1637";"Abbigliamento";404.58;57
1738;"Prodotto 1638";"Abbigliamento";305.09;82
1739;"Prodotto 1639";"Libri";247.85;50
1740;"Prodotto 1640";"Elettronica";443.88;1
1741;"Prodotto 1641";"Abbigliamento";492.18;27
1742;"Prodotto 1642";"Abbigliamento";442.59;69
1743;"Prodotto 1643";"Elettronica";152.01;6
1744;"Prodotto 1644";"Libri";372.03;14
1745;"Prodotto 1645";"Libri";495.98;12
1746;"Prodotto 1646";"Abbigliamento";201.75;43
1747;"Prodotto 1647";"Elettronica";446.02;100
1748;"Prodotto 1648";"Libri";396.09;87
1749;"Prodotto 1649";"Libri";29.62;65
1750;"Prodotto 1650";"Libri";73.96;60
1751;"Prodotto 1651";"Abbigliamento";116.94;39
1752;"Prodotto 1652";"Elettronica";317.72;38
1753;"Prodotto 1653";"Abbigliamento";49.37;86
1754;"Prodotto 1654";"Elettronica";58.81;12
1755;"Prodotto 1655";"Libri";275.55;72
1756;"Prodotto 1656";"Libri";429.4;86
1757;"Prodotto 1657";"Abbigliamento";279.13;68
1758;"Prodotto 1658";"Abbigliamento";183.79;78
1759;"Prodotto 1659";"Elettronica";338.01;47
1760;"Prodotto 1660";"Elettronica";328.85;36
1761;"Prodotto 1661";"Abbigliamento";132.55;17
1762;"Prodotto 1662";"Libri";65.15;85
1763;"Prodotto 1663";"Libri";162.91;56
1764;"Prodotto 1664";"Libri";421.96;32
1765;"Prodotto 1665";"Libri";178.87;28
1766;"Prodotto 1666";"Elettronica";36.39;46
1767;"Prodotto 1667";"Abbigliamento";367.54;65
1768;"Prodotto 1668";"Libri";62.59;44
1769;"Prodotto 1669";"Libri";463.36;9
1770;"Prodotto 1670";"Elettronica";145.94;78
1771;"Prodotto 1671";"Libri";311.52;2
1772;"Prodotto 1672";"Libri";275.25;50
1773;"Prodotto 1673";"Elettronica";21.08;81
1774;"Prodotto 1674";"Abbigliamento";255.49;84
1775;"Prodotto 1675";"Elettronica";21.61;41
1776;"Prodotto 1676";"Elettronica";366.69;83
1777;"Prodotto 1677";"Elettronica";73.08;25
1778;"Prodotto 1678";"Abbigliamento";99.23;91
1779;"Prodotto 1679";"Abbigliamento";305.86;9
1780;"Prodotto 1680";"Libri";392.71;74
1781;"Prodotto 1681";"Elettronica";139.33;4
1782;"Prodotto 1682";"Elettronica";284.99;93
1783;"Prodotto 1683";"Libri";152.53;77
1784;"Prodotto 1684";"Elettronica";71.11;49
1785;"Prodotto 1685";"Libri";418.06;32
1786;"Prodotto 1686";"Elettronica";404.98;25
1787;"Prodotto 1687";"Elettronica";20.29;51
1788;"Prodotto 1688";"Elettronica";90.0;49
1789;"Prodotto 1689";"Abbigliamento";88.86;1
1790;"Prodotto 1690";"Abbigliamento";411.83;67
1791;"Prodotto 1691";"Libri";87.31;74
1792;"Prodotto 1692";"Elettronica";439.45;45
1793;"Prodotto 1693";"Elettronica";422.71;90
1794;"Prodotto 1694";"Elettronica";459.09;1
1795;"Prodotto 1695";"Abbigliamento";429.81;76
1796;"Prodotto 1696";"Elettronica";58.26;73
1797;"Prodotto 1697";"Abbigliamento";328.9;10
1798;"Prodotto 1698";"Libri";224.54;86
1799;"Prodotto 1699";"Libri";142.22;12
1800;"Prodotto 1700";"Elettronica";383.05;87
1801;"Prodotto 1701";"Abbigliamento";99.74;98
1802;"Prodotto 1702";"Elettronica";338.35;55
1803;"Prodotto 1703";"Libri";190.27;39
1804;"Prodotto 1704";"Elettronica";332.32;11
1805;"Prodotto 1705";"Elettronica";212.65;6
1806;"Prodotto 1706";"Abbigliamento";248.73;68
1807;"Prodotto 1707";"Abbigliamento";267.65;36
1808;"Prodotto 1708";"Elettronica";391.01;52
1809;"Prodotto 1709";"Abbigliamento";278.53;26
1810;"Prodotto 1710";"Elettronica";92.49;6
1811;"Prodotto 1711";"Elettronica";484.19;4
1812;"Prodotto 1712";"Elettronica";141.3;22
1813;"Prodotto 1713";"Elettronica";189.31;71
1814;"Prodotto 1714";"Libri";487.18;42
1815;"Prodotto 1715";"Elettronica";267.48;63
1816;"Prodotto 1716";"Abbigliamento";457.95;43
1817;"Prodotto 1717";"Libri";367.02;44
1818;"Prodotto 1718";"Libri";318.66;49
1819;"Prodotto 1719";"Libri";297.12;36
1820;"Prodotto 1720";"Libri";443.53;80
1821;"Prodotto 1721";"Libri";163.43;13
1822;"Prodotto 1722";"Elettronica";488.81;45
1823;"Prodotto 1723";"Elettronica";136.84;37
1824;"Prodotto 1724";"Abbigliamento";406.29;33
1825;"Prodotto 1725";"Abbigliamento";77.01;40
1826;"Prodotto 1726";"Abbigliamento";353.88;41
1827;"Prodotto 1727";"Elettronica";388.36;88
1828;"Prodotto 1728";"Abbigliamento";329.7;2
1829;"Prodotto 1729";"Elettronica";16.06;56
1830;"Prodotto 1730";"Abbigliamento";84.17;78
1831;"Prodotto 1731";"Abbigliamento";391.89;57
1832;"Prodotto 1732";"Abbigliamento";191.67;37
1833;"Prodotto 1733";"Elettronica";302.04;45
1834;"Prodotto 1734";"Abbigliamento";325.16;46
1835;"Prodotto 1735";"Libri";482.91;18
1836;"Prodotto 1736";"Abbigliamento";340.28;90
1837;"Prodotto 1737";"Libri";282.57;75
1838;"Prodotto 1738";"Abbigliamento";81.98;57
1839;"Prodotto 1739";"Libri";336.21;68
1840;"Prodotto 1740";"Elettronica";356.55;100
1841;"Prodotto 1741";"Abbigliamento";102.66;32
1842;"Prodotto 1742";"Elettronica";412.66;12
1843;"Prodotto 1743";"Elettronica";75.36;52
1844;"Prodotto 1744";"Elettronica";460.77;81
1845;"Prodotto 1745";"Libri";23.47;92
1846;"Prodotto 1746";"Abbigliamento";367.33;52
1847;"Prodotto 1747";"Elettronica";154.16;19
1848;"Prodotto 1748";"Libri";395.94;39
1849;"Prodotto 1749";"Elettronica";399.85;4
1850;"Prodotto 1750";"Elettronica";92.25;60
1851;"Prodotto 1751";"Elettronica";383.94;38
1852;"Prodotto 1752";"Elettronica";270.3;6
1853;"Prodotto 1753";"Libri";60.47;63
1854;"Prodotto 1754";"Libri";62.72;59
1855;"Prodotto 1755";"Elettronica";292.01;71
1856;"Prodotto 1756";"Abbigliamento";268.31;20
1857;"Prodotto 1757";"Libri";246.12;96
1858;"Prodotto 1758";"Libri";431.08;79
1859;"Prodotto 1759";"Abbigliamento";427.55;94
1860;"Prodotto 1760";"Libri";73.59;54
1861;"Prodotto 1761";"Libri";434.57;24
1862;"Prodotto 1762";"Elettronica";334.34;34
1863;"Prodotto 1763";"Abbigliamento";160.32;64
1864;"Prodotto 1764";"Libri";105.55;6
1865;"Prodotto 1765";"Libri";308.0;71
1866;"Prodotto 1766";"Abbigliamento";47.93;73
1867;"Prodotto 1767";"Abbigliamento";419.96;81
1868;"Prodotto 1768";"Elettronica";142.76;81
1869;"Prodotto 1769";"Elettronica";450.9;17
1870;"Prodotto 1770";"Elettronica";472.38;34
1871;"Prodotto 1771";"Elettronica";497.07;35
1872;"Prodotto 1772";"Libri";75.0;3
1873;"Prodotto 1773";"Libri";440.75;85
1874;"Prodotto 1774";"Abbigliamento";377.85;20
1875;"Prodotto 1775";"Elettronica";457.89;85
1876;"Prodotto 1776";"Elettronica";306.04;24
1877;"Prodotto 1777";"Libri";323.9;29
1878;"Prodotto 1778";"Abbigliamento";298.52;12
1879;"Prodotto 1779";"Libri";447.47;30
1880;"Prodotto 1780";"Libri";491.99;11
1881;"Prodotto 1781";"Abbigliamento";262.81;76
1882;"Prodotto 1782";"Elettronica";150.21;86
1883;"Prodotto 1783";"Libri";201.25;94
1884;"Prodotto 1784";"Libri";222.6;34
1885;"Prodotto 1785";"Abbigliamento";82.23;54
1886;"Prodotto 1786";"Elettronica";371.43;62
1887;"Prodotto 1787";"Abbigliamento";14.84;35
1888;"Prodotto 1788";"Elettronica";247.27;28
1889;"Prodotto 1789";"Elettronica";88.71;22
1890;"Prodotto 1790";"Libri";493.25;31
1891;"Prodotto 1791";"Elettronica";174.33;96
1892;"Prodotto 1792";"Abbigliamento";63.19;100
1893;"Prodotto 1793";"Libri";152.99;62
1894;"Prodotto 1794";"Libri";53.23;63
1895;"Prodotto 1795";"Elettronica";131.71;57
1896;"Prodotto 1796";"Abbigliamento";63.34;61
1897;"Prodotto 1797";"Abbigliamento";480.05;25
1898;"Prodotto 1798";"Libri";68.02;1
1899;"Prodotto 1799";"Elettronica";406.56;18
1900;"Prodotto 1800";"Elettronica";147.89;41
1901;"Prodotto 1801";"Libri";61.18;79
1902;"Prodotto 1802";"Libri";387.75;38
1903;"Prodotto 1803";"Libri";310.77;99
1904;"Prodotto 1804";"Elettronica";42.36;4
1905;"Prodotto 1805";"Abbigliamento";441.89;19
1906;"Prodotto 1806";"Libri";203.82;64
1907;"Prodotto 1807";"Abbigliamento";335.03;56
1908;"Prodotto 1808";"Abbigliamento";491.07;50
1909;"Prodotto 1809";"Elettronica";182.28;66
1910;"Prodotto 1810";"Elettronica";85.19;20
1911;"Prodotto 1811";"Abbigliamento";159.81;70
1912;"Prodotto 1812";"Libri";499.36;30
1913;"Prodotto 1813";"Elettronica";150.76;100
1914;"Prodotto 1814";"Abbigliamento";304.16;77
1915;"Prodotto 1815";"Abbigliamento";162.09;65
1916;"Prodotto 1816";"Abbigliamento";343.69;26
1917;"Prodotto 1817";"Abbigliamento";284.1;27
1918;"Prodotto 1818";"Libri";69.51;25
1919;"Prodotto 1819";"Libri";494.7;57
1920;"Prodotto 1820";"Abbigliamento";122.66;57
1921;"Prodotto 1821";"Libri";165.55;3
1922;"Prodotto 1822";"Abbigliamento";152.11;22
1923;"Prodotto 1823";"Libri";350.38;32
1924;"Prodotto 1824";"Abbigliamento";318.25;89
1925;"Prodotto 1825";"Libri";439.0;68
1926;"Prodotto 1826";"Libri";322.76;6
1927;"Prodotto 1827";"Elettronica";332.28;58
1928;"Prodotto 1828";"Abbigliamento";235.68;47
1929;"Prodotto 1829";"Abbigliamento";297.29;73
1930;"Prodotto 1830";"Libri";456.87;58
1931;"Prodotto 1831";"Abbigliamento";183.49;73
1932;"Prodotto 1832";"Elettronica";243.1;38
1933;"Prodotto 1833";"Libri";489.9;94
1934;"Prodotto 1834";"Elettronica";393.08;100
1935;"Prodotto 1835";"Abbigliamento";441.03;18
1936;"Prodotto 1836";"Elettronica";388.68;56
1937;"Prodotto 1837";"Elettronica";318.56;58
1938;"Prodotto 1838";"Elettronica";294.39;45
1939;"Prodotto 1839";"Elettronica";120.6;99
1940;"Prodotto 1840";"Abbigliamento";150.57;29
1941;"Prodotto 1841";"Abbigliamento";77.42;68
1942;"Prodotto 1842";"Elettronica";482.81;42
1943;"Prodotto 1843";"Libri";141.66;91
1944;"Prodotto 1844";"Abbigliamento";229.48;94
1945;"Prodotto 1845";"Libri";97.97;88
1946;"Prodotto 1846";"Libri";167.66;83
1947;"Prodotto 1847";"Elettronica";427.51;31
1948;"Prodotto 1848";"Abbigliamento";466.5;45
1949;"Prodotto 1849";"Elettronica";494.72;26
1950;"Prodotto 1850";"Elettronica";304.38;36
1951;"Prodotto 1851";"Abbigliamento";474.85;14
1952;"Prodotto 1852";"Elettronica";94.79;60
1953;"Prodotto 1853";"Elettronica";425.89;42
1954;"Prodotto 1854";"Libri";322.07;78
1955;"Prodotto 1855";"Libri";183.0;64
1956;"Prodotto 1856";"Elettronica";185.34;34
1957;"Prodotto 1857";"Libri";274.51;19
1958;"Prodotto 1858";"Abbigliamento";53.03;20
1959;"Prodotto 1859";"Elettronica";372.61;75
1960;"Prodotto 1860";"Abbigliamento";288.99;86
1961;"Prodotto 1861";"Elettronica";198.07;83
1962;"Prodotto 1862";"Elettronica";81.66;27
1963;"Prodotto 1863";"Libri";34.75;75
1964;"Prodotto 1864";"Libri";151.57;45
1965;"Prodotto 1865";"Abbigliamento";465.14;46
1966;"Prodotto 1866";"Elettronica";350.42;22
1967;"Prodotto 1867";"Elettronica";369.5;57
1968;"Prodotto 1868";"Libri";84.03;59
1969;"Prodotto 1869";"Abbigliamento";27.11;97
1970;"Prodotto 1870";"Abbigliamento";18.8;94
1971;"Prodotto 1871";"Elettronica";402.71;9
1972;"Prodotto 1872";"Libri";379.81;89
1973;"Prodotto 1873";"Elettronica";29.87;12
1974;"Prodotto 1874";"Abbigliamento";271.18;22
1975;"Prodotto 1875";"Abbigliamento";328.8;100
1976;"Prodotto 1876";"Libri";148.96;64
1977;"Prodotto 1877";"Abbigliamento";49.48;79
1978;"Prodotto 1878";"Abbigliamento";229.59;79
1979;"Prodotto 1879";"Libri";454.5;12
1980;"Prodotto 1880";"Elettronica";156.76;14
1981;"Prodotto 1881";"Elettronica";249.39;24
1982;"Prodotto 1882";"Elettronica";19.55;81
1983;"Prodotto 1883";"Elettronica";457.37;66
1984;"Prodotto 1884";"Abbigliamento";499.33;51
1985;"Prodotto 1885";"Libri";302.74;25
1986;"Prodotto 1886";"Abbigliamento";439.51;77
