"SpedizioneID";"MetodoSpedizione";"DataSpedizione";"StatusConsegna"
732;"Corriere Express";"2023-07-24 00:00:00";"In Consegna"
733;"Corriere Express";"2023-05-03 00:00:00";"In Consegna"
734;"Corriere Express";"2023-02-18 00:00:00";"Consegna Riuscita"
735;"Corriere Express";"2023-08-15 00:00:00";"In Consegna"
736;"Posta Prioritaria";"2023-08-05 00:00:00";"In Consegna"
737;"Corriere Express";"2023-07-15 00:00:00";"Consegna Riuscita"
738;"Posta Prioritaria";"2023-01-27 00:00:00";"Consegna Riuscita"
739;"Corriere Express";"2023-03-03 00:00:00";"In Consegna"
740;"Posta Prioritaria";"2023-01-18 00:00:00";"In Consegna"
741;"Posta Prioritaria";"2023-01-23 00:00:00";"In Consegna"
742;"Corriere Express";"2023-11-09 00:00:00";"In Consegna"
743;"Posta Prioritaria";"2023-02-03 00:00:00";"Consegna Riuscita"
744;"Posta Prioritaria";"2023-12-31 00:00:00";"Consegna Riuscita"
745;"Corriere Express";"2023-01-25 00:00:00";"Consegna Riuscita"
746;"Posta Prioritaria";"2023-03-12 00:00:00";"Consegna Riuscita"
747;"Posta Prioritaria";"2023-01-03 00:00:00";"In Consegna"
748;"Corriere Express";"2023-09-10 00:00:00";"In Consegna"
749;"Corriere Express";"2023-06-20 00:00:00";"In Consegna"
750;"Posta Prioritaria";"2023-12-15 00:00:00";"In Consegna"
751;"Posta Prioritaria";"2023-07-06 00:00:00";"In Consegna"
752;"Posta Prioritaria";"2023-04-13 00:00:00";"In Consegna"
753;"Corriere Express";"2023-05-02 00:00:00";"Consegna Riuscita"
754;"Corriere Express";"2023-11-06 00:00:00";"In Consegna"
755;"Posta Prioritaria";"2023-08-02 00:00:00";"In Consegna"
756;"Corriere Express";"2023-04-23 00:00:00";"In Consegna"
757;"Corriere Express";"2023-09-17 00:00:00";"Consegna Riuscita"
758;"Posta Prioritaria";"2023-10-04 00:00:00";"Consegna Riuscita"
759;"Corriere Express";"2023-01-22 00:00:00";"In Consegna"
760;"Corriere Express";"2023-12-15 00:00:00";"In Consegna"
761;"Posta Prioritaria";"2023-07-14 00:00:00";"Consegna Riuscita"
762;"Posta Prioritaria";"2023-11-27 00:00:00";"Consegna Riuscita"
763;"Corriere Express";"2023-09-03 00:00:00";"In Consegna"
764;"Posta Prioritaria";"2023-02-07 00:00:00";"Consegna Riuscita"
765;"Posta Prioritaria";"2023-02-08 00:00:00";"Consegna Riuscita"
766;"Posta Prioritaria";"2023-11-24 00:00:00";"Consegna Riuscita"
767;"Posta Prioritaria";"2023-11-22 00:00:00";"In Consegna"
768;"Corriere Express";"2023-06-20 00:00:00";"In Consegna"
769;"Corriere Express";"2023-06-07 00:00:00";"Consegna Riuscita"
770;"Corriere Express";"2023-11-29 00:00:00";"In Consegna"
771;"Corriere Express";"2023-10-30 00:00:00";"Consegna Riuscita"
772;"Corriere Express";"2023-01-15 00:00:00";"In Consegna"
773;"Posta Prioritaria";"2023-11-24 00:00:00";"Consegna Riuscita"
774;"Posta Prioritaria";"2023-09-28 00:00:00";"Consegna Riuscita"
775;"Corriere Express";"2023-07-18 00:00:00";"In Consegna"
776;"Posta Prioritaria";"2023-01-08 00:00:00";"In Consegna"
777;"Posta Prioritaria";"2023-09-14 00:00:00";"In Consegna"
778;"Posta Prioritaria";"2023-09-29 00:00:00";"In Consegna"
779;"Posta Prioritaria";"2023-11-11 00:00:00";"Consegna Riuscita"
780;"Posta Prioritaria";"2023-07-10 00:00:00";"Consegna Riuscita"
781;"Corriere Express";"2023-03-13 00:00:00";"In Consegna"
782;"Corriere Express";"2023-12-10 00:00:00";"Consegna Riuscita"
783;"Corriere Express";"2023-01-24 00:00:00";"Consegna Riuscita"
784;"Corriere Express";"2023-01-03 00:00:00";"In Consegna"
785;"Corriere Express";"2023-04-30 00:00:00";"Consegna Riuscita"
786;"Posta Prioritaria";"2023-05-18 00:00:00";"In Consegna"
787;"Corriere Express";"2023-05-04 00:00:00";"In Consegna"
788;"Corriere Express";"2023-06-28 00:00:00";"In Consegna"
789;"Corriere Express";"2023-10-04 00:00:00";"Consegna Riuscita"
790;"Corriere Express";"2023-10-20 00:00:00";"Consegna Riuscita"
791;"Corriere Express";"2023-05-19 00:00:00";"Consegna Riuscita"
792;"Posta Prioritaria";"2023-07-17 00:00:00";"In Consegna"
793;"Posta Prioritaria";"2023-11-30 00:00:00";"Consegna Riuscita"
794;"Posta Prioritaria";"2023-11-26 00:00:00";"Consegna Riuscita"
795;"Posta Prioritaria";"2023-11-30 00:00:00";"Consegna Riuscita"
796;"Posta Prioritaria";"2023-06-26 00:00:00";"Consegna Riuscita"
797;"Corriere Express";"2023-01-25 00:00:00";"In Consegna"
798;"Posta Prioritaria";"2023-04-30 00:00:00";"In Consegna"
799;"Corriere Express";"2023-09-01 00:00:00";"Consegna Riuscita"
800;"Posta Prioritaria";"2023-11-17 00:00:00";"Consegna Riuscita"
801;"Posta Prioritaria";"2023-01-25 00:00:00";"In Consegna"
802;"Corriere Express";"2023-07-05 00:00:00";"In Consegna"
803;"Corriere Express";"2023-11-21 00:00:00";"Consegna Riuscita"
804;"Corriere Express";"2023-02-21 00:00:00";"In Consegna"
805;"Posta Prioritaria";"2023-04-14 00:00:00";"Consegna Riuscita"
806;"Corriere Express";"2023-02-25 00:00:00";"Consegna Riuscita"
807;"Posta Prioritaria";"2023-10-31 00:00:00";"Consegna Riuscita"
808;"Corriere Express";"2023-04-20 00:00:00";"In Consegna"
809;"Posta Prioritaria";"2023-04-06 00:00:00";"Consegna Riuscita"
810;"Corriere Express";"2023-06-09 00:00:00";"In Consegna"
811;"Posta Prioritaria";"2023-10-04 00:00:00";"In Consegna"
812;"Posta Prioritaria";"2023-05-22 00:00:00";"In Consegna"
813;"Posta Prioritaria";"2023-01-07 00:00:00";"In Consegna"
814;"Corriere Express";"2023-06-16 00:00:00";"In Consegna"
815;"Posta Prioritaria";"2023-08-28 00:00:00";"In Consegna"
816;"Posta Prioritaria";"2023-01-03 00:00:00";"In Consegna"
817;"Posta Prioritaria";"2023-05-15 00:00:00";"Consegna Riuscita"
818;"Posta Prioritaria";"2023-11-22 00:00:00";"Consegna Riuscita"
819;"Corriere Express";"2023-06-20 00:00:00";"In Consegna"
820;"Posta Prioritaria";"2023-09-12 00:00:00";"In Consegna"
821;"Corriere Express";"2023-12-18 00:00:00";"In Consegna"
822;"Posta Prioritaria";"2023-12-11 00:00:00";"Consegna Riuscita"
823;"Posta Prioritaria";"2023-01-20 00:00:00";"Consegna Riuscita"
824;"Corriere Express";"2023-04-20 00:00:00";"In Consegna"
825;"Corriere Express";"2023-12-11 00:00:00";"Consegna Riuscita"
826;"Posta Prioritaria";"2023-03-05 00:00:00";"Consegna Riuscita"
827;"Corriere Express";"2023-06-22 00:00:00";"In Consegna"
828;"Posta Prioritaria";"2023-07-26 00:00:00";"Consegna Riuscita"
829;"Corriere Express";"2023-08-22 00:00:00";"In Consegna"
830;"Posta Prioritaria";"2023-06-12 00:00:00";"In Consegna"
831;"Posta Prioritaria";"2023-08-04 00:00:00";"In Consegna"
832;"Corriere Express";"2023-09-11 00:00:00";"In Consegna"
833;"Posta Prioritaria";"2023-08-17 00:00:00";"In Consegna"
834;"Corriere Express";"2023-05-07 00:00:00";"In Consegna"
835;"Posta Prioritaria";"2023-06-22 00:00:00";"Consegna Riuscita"
836;"Corriere Express";"2023-08-16 00:00:00";"Consegna Riuscita"
837;"Posta Prioritaria";"2023-03-06 00:00:00";"In Consegna"
838;"Corriere Express";"2023-12-06 00:00:00";"Consegna Riuscita"
839;"Posta Prioritaria";"2023-01-16 00:00:00";"In Consegna"
840;"Corriere Express";"2023-05-08 00:00:00";"In Consegna"
841;"Posta Prioritaria";"2023-01-24 00:00:00";"In Consegna"
842;"Corriere Express";"2023-06-29 00:00:00";"In Consegna"
843;"Corriere Express";"2023-05-30 00:00:00";"In Consegna"
844;"Corriere Express";"2023-10-25 00:00:00";"Consegna Riuscita"
845;"Posta Prioritaria";"2023-08-31 00:00:00";"In Consegna"
846;"Posta Prioritaria";"2023-01-24 00:00:00";"Consegna Riuscita"
847;"Posta Prioritaria";"2023-03-22 00:00:00";"In Consegna"
848;"Posta Prioritaria";"2023-01-04 00:00:00";"In Consegna"
849;"Posta Prioritaria";"2023-09-08 00:00:00";"Consegna Riuscita"
850;"Corriere Express";"2023-10-30 00:00:00";"Consegna Riuscita"
851;"Corriere Express";"2023-08-18 00:00:00";"In Consegna"
852;"Posta Prioritaria";"2023-03-05 00:00:00";"In Consegna"
853;"Posta Prioritaria";"2023-12-16 00:00:00";"In Consegna"
854;"Posta Prioritaria";"2023-03-03 00:00:00";"In Consegna"
855;"Posta Prioritaria";"2023-05-19 00:00:00";"In Consegna"
856;"Corriere Express";"2023-06-22 00:00:00";"In Consegna"
857;"Corriere Express";"2023-11-12 00:00:00";"In Consegna"
858;"Posta Prioritaria";"2023-10-10 00:00:00";"In Consegna"
859;"Corriere Express";"2023-05-23 00:00:00";"Consegna Riuscita"
860;"Corriere Express";"2023-06-16 00:00:00";"Consegna Riuscita"
861;"Posta Prioritaria";"2023-12-04 00:00:00";"Consegna Riuscita"
862;"Posta Prioritaria";"2023-12-29 00:00:00";"Consegna Riuscita"
863;"Corriere Express";"2023-05-03 00:00:00";"In Consegna"
864;"Posta Prioritaria";"2023-12-29 00:00:00";"In Consegna"
865;"Posta Prioritaria";"2023-08-13 00:00:00";"In Consegna"
866;"Corriere Express";"2023-05-23 00:00:00";"Consegna Riuscita"
867;"Corriere Express";"2023-02-24 00:00:00";"Consegna Riuscita"
868;"Corriere Express";"2023-05-22 00:00:00";"In Consegna"
869;"Posta Prioritaria";"2023-10-28 00:00:00";"In Consegna"
870;"Corriere Express";"2023-07-19 00:00:00";"In Consegna"
871;"Corriere Express";"2023-01-20 00:00:00";"In Consegna"
872;"Posta Prioritaria";"2023-12-29 00:00:00";"Consegna Riuscita"
873;"Posta Prioritaria";"2023-02-19 00:00:00";"Consegna Riuscita"
874;"Posta Prioritaria";"2023-11-15 00:00:00";"Consegna Riuscita"
875;"Posta Prioritaria";"2023-11-07 00:00:00";"Consegna Riuscita"
876;"Posta Prioritaria";"2023-09-14 00:00:00";"In Consegna"
877;"Corriere Express";"2023-06-17 00:00:00";"In Consegna"
878;"Posta Prioritaria";"2023-06-17 00:00:00";"In Consegna"
879;"Posta Prioritaria";"2023-07-20 00:00:00";"In Consegna"
880;"Corriere Express";"2023-10-20 00:00:00";"Consegna Riuscita"
881;"Posta Prioritaria";"2023-07-11 00:00:00";"Consegna Riuscita"
882;"Corriere Express";"2023-08-19 00:00:00";"In Consegna"
883;"Corriere Express";"2023-08-19 00:00:00";"In Consegna"
884;"Posta Prioritaria";"2023-09-11 00:00:00";"In Consegna"
885;"Posta Prioritaria";"2023-12-21 00:00:00";"In Consegna"
886;"Posta Prioritaria";"2023-06-30 00:00:00";"In Consegna"
887;"Posta Prioritaria";"2023-11-12 00:00:00";"In Consegna"
888;"Corriere Express";"2023-12-28 00:00:00";"Consegna Riuscita"
889;"Corriere Express";"2023-11-30 00:00:00";"In Consegna"
890;"Corriere Express";"2023-12-29 00:00:00";"In Consegna"
891;"Posta Prioritaria";"2023-09-16 00:00:00";"Consegna Riuscita"
892;"Posta Prioritaria";"2023-12-05 00:00:00";"In Consegna"
893;"Corriere Express";"2023-08-21 00:00:00";"In Consegna"
894;"Corriere Express";"2023-12-08 00:00:00";"Consegna Riuscita"
895;"Corriere Express";"2023-11-13 00:00:00";"In Consegna"
896;"Posta Prioritaria";"2023-02-04 00:00:00";"Consegna Riuscita"
897;"Posta Prioritaria";"2023-01-27 00:00:00";"Consegna Riuscita"
898;"Posta Prioritaria";"2023-02-14 00:00:00";"Consegna Riuscita"
899;"Corriere Express";"2023-11-21 00:00:00";"In Consegna"
900;"Corriere Express";"2023-07-01 00:00:00";"Consegna Riuscita"
901;"Corriere Express";"2023-12-10 00:00:00";"In Consegna"
902;"Posta Prioritaria";"2023-11-25 00:00:00";"Consegna Riuscita"
903;"Posta Prioritaria";"2023-03-24 00:00:00";"In Consegna"
904;"Corriere Express";"2023-12-10 00:00:00";"In Consegna"
905;"Posta Prioritaria";"2023-11-12 00:00:00";"In Consegna"
906;"Posta Prioritaria";"2023-02-15 00:00:00";"In Consegna"
907;"Posta Prioritaria";"2023-07-16 00:00:00";"In Consegna"
908;"Corriere Express";"2023-10-01 00:00:00";"In Consegna"
909;"Corriere Express";"2023-05-16 00:00:00";"Consegna Riuscita"
910;"Posta Prioritaria";"2023-10-06 00:00:00";"In Consegna"
911;"Posta Prioritaria";"2023-03-25 00:00:00";"Consegna Riuscita"
912;"Posta Prioritaria";"2023-03-23 00:00:00";"In Consegna"
913;"Corriere Express";"2023-11-23 00:00:00";"In Consegna"
914;"Posta Prioritaria";"2023-01-26 00:00:00";"In Consegna"
915;"Corriere Express";"2023-10-03 00:00:00";"In Consegna"
916;"Posta Prioritaria";"2023-06-23 00:00:00";"In Consegna"
917;"Posta Prioritaria";"2023-10-06 00:00:00";"In Consegna"
918;"Corriere Express";"2023-11-21 00:00:00";"Consegna Riuscita"
919;"Corriere Express";"2023-08-16 00:00:00";"In Consegna"
920;"Posta Prioritaria";"2023-08-22 00:00:00";"In Consegna"
921;"Posta Prioritaria";"2023-05-21 00:00:00";"In Consegna"
922;"Corriere Express";"2023-12-06 00:00:00";"Consegna Riuscita"
923;"Corriere Express";"2023-02-12 00:00:00";"In Consegna"
924;"Corriere Express";"2023-08-17 00:00:00";"In Consegna"
925;"Posta Prioritaria";"2023-11-01 00:00:00";"In Consegna"
926;"Corriere Express";"2023-09-14 00:00:00";"Consegna Riuscita"
927;"Corriere Express";"2023-04-27 00:00:00";"In Consegna"
928;"Posta Prioritaria";"2023-03-28 00:00:00";"Consegna Riuscita"
929;"Corriere Express";"2023-10-28 00:00:00";"In Consegna"
930;"Corriere Express";"2023-09-29 00:00:00";"Consegna Riuscita"
931;"Posta Prioritaria";"2023-03-08 00:00:00";"Consegna Riuscita"
932;"Corriere Express";"2023-03-27 00:00:00";"Consegna Riuscita"
933;"Posta Prioritaria";"2023-02-27 00:00:00";"In Consegna"
934;"Corriere Express";"2023-10-08 00:00:00";"In Consegna"
935;"Posta Prioritaria";"2023-12-25 00:00:00";"In Consegna"
936;"Posta Prioritaria";"2023-06-10 00:00:00";"In Consegna"
937;"Corriere Express";"2023-02-12 00:00:00";"Consegna Riuscita"
938;"Posta Prioritaria";"2023-03-25 00:00:00";"Consegna Riuscita"
939;"Corriere Express";"2023-04-23 00:00:00";"Consegna Riuscita"
940;"Posta Prioritaria";"2023-05-21 00:00:00";"Consegna Riuscita"
941;"Posta Prioritaria";"2023-03-24 00:00:00";"Consegna Riuscita"
942;"Posta Prioritaria";"2023-06-19 00:00:00";"In Consegna"
943;"Posta Prioritaria";"2023-02-01 00:00:00";"In Consegna"
944;"Corriere Express";"2023-08-24 00:00:00";"Consegna Riuscita"
945;"Posta Prioritaria";"2023-03-25 00:00:00";"In Consegna"
946;"Corriere Express";"2023-12-26 00:00:00";"Consegna Riuscita"
947;"Posta Prioritaria";"2023-09-23 00:00:00";"Consegna Riuscita"
948;"Posta Prioritaria";"2023-01-21 00:00:00";"In Consegna"
949;"Corriere Express";"2023-08-14 00:00:00";"In Consegna"
950;"Posta Prioritaria";"2023-11-16 00:00:00";"Consegna Riuscita"
951;"Corriere Express";"2023-09-12 00:00:00";"Consegna Riuscita"
952;"Corriere Express";"2023-07-30 00:00:00";"In Consegna"
953;"Posta Prioritaria";"2023-08-13 00:00:00";"Consegna Riuscita"
954;"Posta Prioritaria";"2023-10-24 00:00:00";"In Consegna"
955;"Posta Prioritaria";"2023-08-18 00:00:00";"Consegna Riuscita"
956;"Corriere Express";"2023-06-28 00:00:00";"Consegna Riuscita"
957;"Posta Prioritaria";"2023-08-18 00:00:00";"In Consegna"
958;"Posta Prioritaria";"2023-08-09 00:00:00";"In Consegna"
959;"Corriere Express";"2023-08-13 00:00:00";"Consegna Riuscita"
960;"Posta Prioritaria";"2023-07-04 00:00:00";"Consegna Riuscita"
961;"Corriere Express";"2023-09-06 00:00:00";"In Consegna"
962;"Posta Prioritaria";"2023-01-18 00:00:00";"Consegna Riuscita"
963;"Posta Prioritaria";"2023-08-27 00:00:00";"In Consegna"
964;"Corriere Express";"2023-04-08 00:00:00";"Consegna Riuscita"
965;"Corriere Express";"2023-12-10 00:00:00";"Consegna Riuscita"
966;"Posta Prioritaria";"2023-09-22 00:00:00";"In Consegna"
967;"Corriere Express";"2023-06-26 00:00:00";"Consegna Riuscita"
968;"Posta Prioritaria";"2023-07-18 00:00:00";"Consegna Riuscita"
969;"Corriere Express";"2023-09-13 00:00:00";"Consegna Riuscita"
970;"Posta Prioritaria";"2023-04-12 00:00:00";"Consegna Riuscita"
971;"Corriere Express";"2023-05-06 00:00:00";"In Consegna"
972;"Corriere Express";"2023-12-29 00:00:00";"In Consegna"
973;"Corriere Express";"2023-06-05 00:00:00";"Consegna Riuscita"
974;"Posta Prioritaria";"2023-06-12 00:00:00";"In Consegna"
975;"Posta Prioritaria";"2023-01-06 00:00:00";"In Consegna"
976;"Posta Prioritaria";"2023-09-06 00:00:00";"Consegna Riuscita"
977;"Posta Prioritaria";"2023-09-07 00:00:00";"Consegna Riuscita"
978;"Corriere Express";"2023-05-10 00:00:00";"Consegna Riuscita"
979;"Corriere Express";"2023-06-22 00:00:00";"In Consegna"
980;"Posta Prioritaria";"2023-02-03 00:00:00";"In Consegna"
981;"Corriere Express";"2023-03-25 00:00:00";"In Consegna"
982;"Corriere Express";"2023-12-10 00:00:00";"Consegna Riuscita"
983;"Posta Prioritaria";"2023-09-06 00:00:00";"Consegna Riuscita"
984;"Corriere Express";"2023-04-04 00:00:00";"Consegna Riuscita"
985;"Corriere Express";"2023-05-28 00:00:00";"Consegna Riuscita"
986;"Posta Prioritaria";"2023-06-03 00:00:00";"Consegna Riuscita"
987;"Posta Prioritaria";"2023-09-12 00:00:00";"Consegna Riuscita"
988;"Corriere Express";"2023-04-17 00:00:00";"In Consegna"
989;"Corriere Express";"2023-03-22 00:00:00";"Consegna Riuscita"
990;"Posta Prioritaria";"2023-11-05 00:00:00";"In Consegna"
991;"Corriere Express";"2023-09-18 00:00:00";"Consegna Riuscita"
992;"Posta Prioritaria";"2023-04-26 00:00:00";"Consegna Riuscita"
993;"Posta Prioritaria";"2023-07-30 00:00:00";"Consegna Riuscita"
994;"Posta Prioritaria";"2023-11-16 00:00:00";"In Consegna"
995;"Corriere Express";"2023-02-03 00:00:00";"In Consegna"
996;"Posta Prioritaria";"2023-09-20 00:00:00";"Consegna Riuscita"
997;"Posta Prioritaria";"2023-07-05 00:00:00";"Consegna Riuscita"
998;"Corriere Express";"2023-09-23 00:00:00";"Consegna Riuscita"
999;"Corriere Express";"2023-08-13 00:00:00";"Consegna Riuscita"
1000;"Posta Prioritaria";"2023-01-17 00:00:00";"In Consegna"
1001;"Corriere Express";"2023-10-12 00:00:00";"Consegna Riuscita"
1002;"Corriere Express";"2023-11-06 00:00:00";"Consegna Riuscita"
1003;"Posta Prioritaria";"2023-03-01 00:00:00";"Consegna Riuscita"
1004;"Posta Prioritaria";"2023-06-15 00:00:00";"In Consegna"
1005;"Corriere Express";"2023-07-27 00:00:00";"Consegna Riuscita"
1006;"Posta Prioritaria";"2023-04-01 00:00:00";"In Consegna"
1007;"Corriere Express";"2023-07-15 00:00:00";"Consegna Riuscita"
1008;"Corriere Express";"2023-03-03 00:00:00";"In Consegna"
1009;"Corriere Express";"2023-08-14 00:00:00";"In Consegna"
1010;"Corriere Express";"2023-04-24 00:00:00";"In Consegna"
1011;"Posta Prioritaria";"2023-11-18 00:00:00";"In Consegna"
1012;"Posta Prioritaria";"2023-04-01 00:00:00";"In Consegna"
1013;"Posta Prioritaria";"2023-03-19 00:00:00";"In Consegna"
1014;"Corriere Express";"2023-12-01 00:00:00";"In Consegna"
1015;"Corriere Express";"2023-06-01 00:00:00";"Consegna Riuscita"
1016;"Corriere Express";"2023-07-01 00:00:00";"Consegna Riuscita"
1017;"Corriere Express";"2023-05-30 00:00:00";"Consegna Riuscita"
1018;"Posta Prioritaria";"2023-01-16 00:00:00";"In Consegna"
1019;"Corriere Express";"2023-11-29 00:00:00";"In Consegna"
1020;"Corriere Express";"2023-09-26 00:00:00";"In Consegna"
1021;"Corriere Express";"2023-07-24 00:00:00";"Consegna Riuscita"
1022;"Posta Prioritaria";"2023-08-31 00:00:00";"Consegna Riuscita"
1023;"Posta Prioritaria";"2023-06-13 00:00:00";"Consegna Riuscita"
1024;"Posta Prioritaria";"2023-02-05 00:00:00";"Consegna Riuscita"
1025;"Posta Prioritaria";"2023-09-30 00:00:00";"In Consegna"
1026;"Corriere Express";"2023-10-04 00:00:00";"Consegna Riuscita"
1027;"Posta Prioritaria";"2023-05-29 00:00:00";"Consegna Riuscita"
1028;"Posta Prioritaria";"2023-10-09 00:00:00";"In Consegna"
1029;"Posta Prioritaria";"2023-12-19 00:00:00";"In Consegna"
1030;"Corriere Express";"2023-08-25 00:00:00";"Consegna Riuscita"
1031;"Corriere Express";"2023-01-21 00:00:00";"In Consegna"
1032;"Corriere Express";"2023-09-10 00:00:00";"Consegna Riuscita"
1033;"Corriere Express";"2023-08-12 00:00:00";"In Consegna"
1034;"Corriere Express";"2023-04-19 00:00:00";"In Consegna"
1035;"Posta Prioritaria";"2023-01-11 00:00:00";"Consegna Riuscita"
1036;"Posta Prioritaria";"2023-12-13 00:00:00";"In Consegna"
1037;"Corriere Express";"2023-04-29 00:00:00";"In Consegna"
1038;"Corriere Express";"2023-07-07 00:00:00";"In Consegna"
1039;"Posta Prioritaria";"2023-03-30 00:00:00";"Consegna Riuscita"
1040;"Corriere Express";"2023-08-20 00:00:00";"In Consegna"
1041;"Posta Prioritaria";"2023-02-24 00:00:00";"In Consegna"
1042;"Posta Prioritaria";"2023-04-27 00:00:00";"In Consegna"
1043;"Posta Prioritaria";"2023-07-15 00:00:00";"Consegna Riuscita"
1044;"Corriere Express";"2023-07-01 00:00:00";"Consegna Riuscita"
1045;"Corriere Express";"2023-10-01 00:00:00";"Consegna Riuscita"
1046;"Posta Prioritaria";"2023-07-06 00:00:00";"In Consegna"
1047;"Corriere Express";"2023-03-17 00:00:00";"In Consegna"
1048;"Corriere Express";"2023-05-30 00:00:00";"In Consegna"
1049;"Corriere Express";"2023-03-27 00:00:00";"Consegna Riuscita"
1050;"Posta Prioritaria";"2023-02-15 00:00:00";"In Consegna"
1051;"Posta Prioritaria";"2023-09-25 00:00:00";"In Consegna"
1052;"Posta Prioritaria";"2023-07-29 00:00:00";"Consegna Riuscita"
1053;"Posta Prioritaria";"2023-02-19 00:00:00";"Consegna Riuscita"
1054;"Corriere Express";"2023-04-25 00:00:00";"Consegna Riuscita"
1055;"Corriere Express";"2023-10-25 00:00:00";"Consegna Riuscita"
1056;"Posta Prioritaria";"2023-07-01 00:00:00";"Consegna Riuscita"
1057;"Corriere Express";"2023-03-10 00:00:00";"Consegna Riuscita"
1058;"Corriere Express";"2023-02-24 00:00:00";"Consegna Riuscita"
1059;"Corriere Express";"2023-03-10 00:00:00";"Consegna Riuscita"
1060;"Corriere Express";"2023-01-22 00:00:00";"In Consegna"
1061;"Corriere Express";"2023-06-28 00:00:00";"In Consegna"
1062;"Corriere Express";"2023-08-05 00:00:00";"In Consegna"
1063;"Corriere Express";"2023-03-18 00:00:00";"In Consegna"
1064;"Corriere Express";"2023-10-16 00:00:00";"Consegna Riuscita"
1065;"Posta Prioritaria";"2023-11-06 00:00:00";"Consegna Riuscita"
1066;"Corriere Express";"2023-07-02 00:00:00";"Consegna Riuscita"
1067;"Corriere Express";"2023-05-18 00:00:00";"In Consegna"
1068;"Corriere Express";"2023-12-16 00:00:00";"In Consegna"
1069;"Posta Prioritaria";"2023-07-04 00:00:00";"In Consegna"
1070;"Posta Prioritaria";"2023-03-06 00:00:00";"In Consegna"
1071;"Posta Prioritaria";"2023-06-20 00:00:00";"In Consegna"
1072;"Posta Prioritaria";"2023-05-25 00:00:00";"In Consegna"
1073;"Corriere Express";"2023-02-18 00:00:00";"Consegna Riuscita"
1074;"Posta Prioritaria";"2023-01-07 00:00:00";"Consegna Riuscita"
1075;"Posta Prioritaria";"2023-05-01 00:00:00";"In Consegna"
1076;"Posta Prioritaria";"2023-12-29 00:00:00";"Consegna Riuscita"
1077;"Corriere Express";"2023-07-17 00:00:00";"In Consegna"
1078;"Posta Prioritaria";"2023-07-10 00:00:00";"Consegna Riuscita"
1079;"Posta Prioritaria";"2023-11-11 00:00:00";"Consegna Riuscita"
1080;"Corriere Express";"2023-11-18 00:00:00";"In Consegna"
1081;"Corriere Express";"2023-01-06 00:00:00";"Consegna Riuscita"
1082;"Corriere Express";"2023-07-20 00:00:00";"In Consegna"
1083;"Corriere Express";"2023-01-23 00:00:00";"In Consegna"
1084;"Corriere Express";"2023-01-17 00:00:00";"In Consegna"
1085;"Corriere Express";"2023-08-14 00:00:00";"In Consegna"
1086;"Corriere Express";"2023-10-30 00:00:00";"In Consegna"
1087;"Corriere Express";"2023-10-23 00:00:00";"Consegna Riuscita"
1088;"Posta Prioritaria";"2023-10-23 00:00:00";"Consegna Riuscita"
1089;"Corriere Express";"2023-07-24 00:00:00";"In Consegna"
1090;"Corriere Express";"2023-05-05 00:00:00";"In Consegna"
1091;"Posta Prioritaria";"2023-06-29 00:00:00";"Consegna Riuscita"
1092;"Corriere Express";"2023-10-28 00:00:00";"Consegna Riuscita"
1093;"Corriere Express";"2023-04-28 00:00:00";"In Consegna"
1094;"Corriere Express";"2023-10-31 00:00:00";"Consegna Riuscita"
1095;"Posta Prioritaria";"2023-02-25 00:00:00";"Consegna Riuscita"
1096;"Posta Prioritaria";"2023-06-18 00:00:00";"In Consegna"
1097;"Posta Prioritaria";"2023-12-24 00:00:00";"In Consegna"
1098;"Corriere Express";"2023-06-11 00:00:00";"In Consegna"
1099;"Corriere Express";"2023-05-16 00:00:00";"Consegna Riuscita"
1100;"Corriere Express";"2023-03-10 00:00:00";"Consegna Riuscita"
1101;"Posta Prioritaria";"2023-08-03 00:00:00";"Consegna Riuscita"
1102;"Corriere Express";"2023-11-03 00:00:00";"In Consegna"
1103;"Corriere Express";"2023-10-22 00:00:00";"Consegna Riuscita"
1104;"Posta Prioritaria";"2023-01-23 00:00:00";"In Consegna"
1105;"Corriere Express";"2023-01-12 00:00:00";"Consegna Riuscita"
1106;"Posta Prioritaria";"2023-10-12 00:00:00";"In Consegna"
1107;"Posta Prioritaria";"2023-02-09 00:00:00";"Consegna Riuscita"
1108;"Posta Prioritaria";"2023-11-17 00:00:00";"In Consegna"
1109;"Posta Prioritaria";"2023-04-28 00:00:00";"Consegna Riuscita"
1110;"Corriere Express";"2023-02-15 00:00:00";"In Consegna"
1111;"Corriere Express";"2023-01-19 00:00:00";"In Consegna"
1112;"Corriere Express";"2023-05-23 00:00:00";"Consegna Riuscita"
1113;"Posta Prioritaria";"2023-12-31 00:00:00";"Consegna Riuscita"
1114;"Posta Prioritaria";"2023-11-08 00:00:00";"Consegna Riuscita"
1115;"Posta Prioritaria";"2023-01-18 00:00:00";"Consegna Riuscita"
1116;"Posta Prioritaria";"2023-11-07 00:00:00";"In Consegna"
1117;"Posta Prioritaria";"2023-06-16 00:00:00";"Consegna Riuscita"
1118;"Corriere Express";"2023-10-01 00:00:00";"In Consegna"
1119;"Corriere Express";"2023-08-29 00:00:00";"Consegna Riuscita"
1120;"Corriere Express";"2023-10-08 00:00:00";"Consegna Riuscita"
1121;"Corriere Express";"2023-02-02 00:00:00";"In Consegna"
1122;"Posta Prioritaria";"2023-11-29 00:00:00";"In Consegna"
